LON,LAT,POSTCODE,fibra_disp
-48.1269542,-15.8159976,72240-810,nao
-48.0612624,-16.0385895,72410-730,nao
-48.0616558,-16.0291038,72465-420,nao
-47.963816,-15.8710051,71705-007,nao
-47.7727813,-15.7520296,71590-706,nao
-47.8022511,-15.6452471,73006-020,nao
-48.1298983,-15.8145566,72240-821,nao
-48.1052364,-15.8185433,72215-016,nao
-48.072462,-16.0336278,72410-406,nao
-48.124953,-15.8201758,72240-408,nao
-48.1326266,-15.7991877,72260-740,sim
-47.8383397,-15.6619728,73092-904,nao
-47.8408232,-15.6594712,73090-925,nao
-47.9678141,-15.8733621,71705-014,nao
-48.1255846,-15.790242,72251-008,sim
-47.7735738,-15.645356,73050-169,nao
-47.9700684,-15.8718025,71720-555,nao
-47.7573288,-15.6497573,73270-585,nao
-47.7759915,-15.7520594,71590-635,nao
-47.7803883,-15.7498189,71591-170,nao
-48.1192613,-15.7946145,72250-408,sim
-48.1155908,-15.8035434,72210-086,sim
-48.0657742,-15.9936691,72429-240,nao
-48.0702776,-16.0192718,72405-260,nao
-48.1537866,-15.7990981,72265-210,sim
-48.1267189,-15.785913,72251-705,sim
-48.118409,-15.809809,72225-066,sim
-47.7697721,-15.7403635,71593-560,nao
-48.067829,-16.0165668,72405-080,nao
-48.1288437,-15.8083527,72241-305,sim
-48.1335598,-15.802064,72260-664,sim
-47.8407079,-15.6659751,73090-901,nao
-47.7702401,-15.747426,71591-440,nao
-47.7659465,-15.7407679,71593-450,nao
-48.1361371,-15.8034424,72260-629,sim
-48.1375758,-15.7916702,72261-040,sim
-48.1237816,-15.7950053,72250-308,sim
-48.0451606,-16.0173306,72440-512,nao
-48.1084995,-15.8198792,72220-021,nao
-48.0526997,-16.0194667,72460-187,nao
-47.971955,-15.8717017,71710-024,nao
-48.1122922,-15.8071076,72210-070,sim
-48.0675464,-16.016142,72405-060,nao
-48.1130927,-15.810414,72210-061,sim
-47.8436478,-15.6365659,73083-280,sim
-48.1379772,-15.7980801,72260-817,sim
-48.0858281,-16.021981,72415-605,nao
-48.0691547,-16.0247081,72405-473,nao
-48.1103269,-15.8125148,72210-048,sim
-48.0680406,-16.0240644,72405-497,nao
-47.7755969,-15.7525864,71590-629,nao
-47.7693426,-15.6464,73050-191,nao
-48.0644689,-16.0288926,72410-220,nao
-47.7722792,-15.7467754,71591-405,nao
-48.1195928,-15.7973541,72250-202,sim
-47.8210921,-15.6498122,73062-409,sim
-48.1051852,-15.8221721,72215-035,nao
-47.9761089,-15.875723,71720-589,nao
-48.1280831,-15.8088645,72241-301,sim
-47.7605397,-15.7428861,71593-621,nao
-48.1399583,-15.7973094,72260-841,sim
-47.7646406,-15.7487839,71596-309,nao
-48.1316129,-15.8002821,72260-732,sim
-48.081755,-16.0126072,72420-247,nao
-48.1357202,-15.8073798,72241-807,nao
-48.1260194,-15.7993621,72252-096,sim
-48.1368012,-15.8002939,72260-721,sim
-48.1500082,-15.8037168,72265-030,sim
-48.0798267,-16.0202281,72415-302,nao
-48.1202382,-15.792089,72250-407,sim
-48.1271293,-15.8211339,72240-422,nao
-48.1258993,-15.7930314,72250-303,sim
-48.1006031,-15.8176278,72215-171,nao
-48.0554065,-15.9990487,72440-460,nao
-48.1384259,-15.7946724,72260-875,sim
-48.1388667,-15.8044538,72270-105,sim
-48.1073387,-15.8064617,72210-225,sim
-47.7716053,-15.7525245,71590-236,nao
-48.0639046,-16.0314492,72410-203,nao
-48.1333709,-15.8007581,72260-724,sim
-48.0435355,-15.96925,72426-095,nao
-48.1040589,-15.819473,72215-017,nao
-48.1382151,-15.8088858,72242-021,sim
-47.9653328,-15.8694033,71720-525,nao
-48.1301241,-15.7947037,72255-101,sim
-47.819451,-15.650928,73065-222,sim
-48.127195,-15.8205776,72240-419,nao
-48.0638671,-16.022403,72405-230,nao
-47.7696287,-15.7475253,71591-445,nao
-47.8272385,-15.642594,73060-801,sim
-47.9950599,-15.8745713,72314-701,nao
-48.0762445,-16.0110085,72420-166,nao
-48.1283408,-15.7938347,72255-109,sim
-48.0990447,-15.8149354,72215-176,nao
-47.7780596,-15.7482615,71591-240,nao
-48.1426561,-15.8042162,72270-217,sim
-48.0622758,-16.0094746,72430-102,nao
-48.1235246,-15.8039716,72225-252,sim
-47.8299255,-15.6687467,73092-902,nao
-47.8524297,-15.6203447,73086-390,nao
-47.8384133,-15.6674094,73090-900,nao
-47.7925993,-15.6544053,73015-402,sim
-47.8458826,-15.6380109,73083-570,sim
-48.0959439,-15.8193915,72215-205,nao
-47.8420872,-15.6263411,73086-000,sim
-48.0796543,-16.0139121,72420-239,nao
-48.1264735,-15.8104413,72225-376,sim
-48.1301239,-15.7927925,72255-306,sim
-48.142309,-15.8070213,72270-202,sim
-48.0673604,-16.0206669,72405-600,nao
-48.1328765,-15.787508,72255-601,sim
-48.1599958,-15.7978611,72275-452,sim
-48.1418547,-15.805481,72270-209,sim
-48.1150139,-15.8283138,72220-211,nao
-48.1186901,-15.8220236,72225-176,nao
-48.117944,-15.7966854,72250-205,sim
-47.8362752,-15.6311097,73081-645,sim
-47.8111821,-15.6502914,73030-050,sim
-47.834682,-15.625279,73082-620,sim
-48.1038951,-15.8094643,72210-208,sim
-48.1207177,-15.8016649,72225-094,sim
-47.9712029,-15.8712559,71710-021,nao
-48.0599288,-16.0404406,72410-804,nao
-47.8246615,-15.641053,73062-004,sim
-48.140782,-15.7945073,72261-063,sim
-48.1413963,-15.7885078,72261-221,sim
-47.8370204,-15.6342079,73081-525,sim
-47.7957155,-15.6562408,73015-303,sim
-48.1256844,-15.822435,72240-416,nao
-47.7834109,-15.6482144,73040-131,sim
-47.8460252,-15.6352067,73083-460,sim
-48.1242862,-15.788992,72251-016,sim
-48.1270716,-15.8121436,72240-567,nao
-47.7693385,-15.7505646,71596-180,nao
-47.7733997,-15.7490025,71591-345,nao
-47.8231603,-15.6493381,73062-812,sim
-48.1118199,-15.8187752,72225-015,nao
-48.0508342,-15.9964442,72444-230,nao
-48.0816345,-16.0223602,72415-305,nao
-47.838574,-15.6293571,73082-140,sim
-48.0645313,-16.0345234,72410-236,nao
-48.0649382,-16.0122826,72405-125,nao
-48.1504332,-15.7908327,72265-740,sim
-47.8385942,-15.6324141,73082-220,sim
-48.1093179,-15.8112664,72210-052,sim
-48.0833511,-16.0199191,72415-309,nao
-47.9687414,-15.8733035,71705-017,nao
-47.8464784,-15.622754,73086-330,nao
-48.0460151,-16.0135029,72440-503,nao
-47.7731881,-15.7501826,71590-721,nao
-48.1495932,-15.8064965,72270-705,sim
-47.8415789,-15.6508111,73090-910,nao
-47.7697963,-15.7523219,71590-245,nao
-48.140142,-15.788934,72261-229,sim
-47.7676896,-15.7411507,71593-425,nao
-48.0630294,-15.9952764,72429-200,nao
-48.1329182,-15.798056,72260-777,sim
-48.1284018,-15.8018339,72251-807,nao
-47.7554364,-15.6501619,73270-710,nao
-48.0604266,-16.0379278,72410-702,nao
-48.1369569,-15.8052578,72260-661,sim
-48.0618696,-16.035392,72410-311,nao
-48.1394607,-15.7931152,72261-003,sim
-48.0805334,-16.0252786,72415-505,nao
-47.8452788,-15.6349095,73083-450,sim
-48.1294184,-15.8141266,72240-819,nao
-48.1118541,-15.7990611,72210-248,sim
-48.0788233,-16.024376,72415-213,nao
-47.8175876,-15.6450382,73062-706,sim
-47.9634376,-15.8698545,71705-003,nao
-48.1213515,-15.8185213,72225-206,sim
-48.136829,-15.7949376,72260-878,sim
-48.1370819,-15.8008156,72260-717,sim
-47.7692313,-15.7422002,71593-400,nao
-48.0717583,-16.0103948,72425-090,nao
-47.8021253,-15.6550279,73025-043,nao
-47.7732002,-15.7463158,71591-380,nao
-47.836377,-15.6237914,73086-100,sim
-47.7637819,-15.740348,71593-475,nao
-47.7784077,-15.7499039,71591-215,nao
-48.1250379,-15.8136209,72225-371,nao
-47.8060853,-15.647786,73030-053,sim
-47.8008416,-15.6463715,73005-081,sim
-48.1031607,-15.8218279,72215-043,nao
-48.1233397,-15.8131508,72225-226,sim
-47.824273,-15.6393048,73060-710,sim
-48.1396162,-15.8040894,72270-100,sim
-47.8338417,-15.6288211,73081-725,sim
-47.8002516,-15.6535581,73025-044,sim
-47.7725768,-15.7528678,71590-233,nao
-48.0639099,-16.0092301,72430-101,nao
-48.0686682,-16.0264262,72410-119,nao
-47.9643668,-15.8715364,71705-010,nao
-48.1161984,-15.8103395,72225-060,sim
-47.8311992,-15.6338365,73081-100,sim
-47.8313533,-15.6830063,73252-142,nao
-47.971652,-15.8703405,71715-028,nao
-47.7547186,-15.6519674,73270-610,nao
-48.0703108,-16.0330929,72410-408,nao
-48.0767318,-16.0089947,72425-130,nao
-48.1326512,-15.8112539,72241-606,sim
-47.8296267,-15.632415,73080-180,nao
-48.1528222,-15.8063915,72275-104,sim
-48.1248923,-15.7934417,72250-305,sim
-48.1124515,-15.8080117,72210-068,sim
-47.7793731,-15.7515124,71591-175,nao
-48.0481886,-16.0083207,72450-040,nao
-48.1358589,-15.796875,72260-804,sim
-48.069574,-16.0166931,72405-140,nao
-48.1072688,-15.8203311,72215-012,nao
-48.0720591,-16.0282761,72410-128,nao
-47.778307,-15.6435172,73046-030,nao
-48.1360758,-15.808553,72241-809,nao
-47.8033139,-15.6400366,73035-092,sim
-48.0537188,-15.9976212,72440-470,nao
-48.0519971,-16.0286263,72460-310,nao
-48.1382386,-15.7913255,72261-046,sim
-48.1077795,-15.8170749,72210-024,nao
-47.8402418,-15.6259325,73086-010,sim
-47.7737674,-15.7487061,71591-335,nao
-47.8340385,-15.6324298,73081-545,sim
-47.7940874,-15.6615544,73020-405,nao
-47.7921616,-15.6569195,73015-416,sim
-47.9639337,-15.8695511,71720-585,nao
-47.828045,-15.6438877,73060-805,sim
-48.128715,-15.7901042,72255-313,sim
-47.8501667,-15.6195343,73086-405,nao
-47.7806198,-15.7504057,71591-155,nao
-47.7658791,-15.7401751,71593-530,nao
-48.0667616,-16.0118801,72430-108,nao
-48.1064509,-15.8199024,72215-013,nao
-47.805381,-15.638983,73035-094,sim
-48.1287067,-15.8107911,72241-310,sim
-47.7704447,-15.7519826,71590-242,nao
-47.7916315,-15.6541835,73015-403,sim
-48.1252665,-15.7990866,72252-097,sim
-47.8450209,-15.6356596,73083-440,sim
-47.7825854,-15.6449708,73041-705,nao
-48.1388834,-15.8006103,72260-745,sim
-47.7859717,-15.6454632,73040-135,sim
-48.080515,-16.0123551,72420-270,nao
-48.1278906,-15.8129096,72240-809,nao
-48.1024352,-15.8132864,72210-182,sim
-48.0670444,-16.0248625,72405-410,nao
-48.1232193,-15.8112095,72225-222,sim
-48.1236043,-15.799565,72250-101,sim
-48.1234815,-15.8209415,72240-402,nao
-48.108528,-15.8173626,72210-022,nao
-47.757286,-15.6536853,73270-505,nao
-48.1186842,-15.8188661,72225-197,sim
-48.1419286,-15.8095205,72242-157,sim
-48.146323,-15.8051807,72270-413,sim
-47.8427914,-15.6523116,73090-909,sim
-48.1601501,-15.8040969,72275-364,sim
-48.0481634,-16.0216773,72455-480,nao
-48.1156436,-15.8053241,72210-083,sim
-48.1334752,-15.8025149,72260-654,sim
-48.1613442,-15.7996238,72275-478,sim
-48.0797817,-16.0230547,72415-210,nao
-48.125752,-15.8005713,72252-095,sim
-47.7684322,-15.7420721,71593-410,nao
-48.1310805,-15.7916851,72255-304,sim
-48.1478734,-15.8067829,72270-509,sim
-48.130641,-15.8175785,72241-108,nao
-48.1554204,-15.8097878,72275-170,sim
-48.1287389,-15.7847808,72251-702,sim
-47.7645619,-15.7398441,71593-550,nao
-48.0788292,-16.0212401,72415-207,nao
-48.1290943,-15.7941028,72255-107,sim
-48.1109543,-15.8231844,72220-028,nao
-47.8508615,-15.6601785,73105-906,nao
-48.1025572,-15.8217172,72215-045,nao
-48.1450569,-15.7934954,72265-700,sim
-47.8422341,-15.6246079,73086-200,sim
-48.1334829,-15.7957157,72260-824,sim
-48.1299665,-15.8182946,72241-106,nao
-48.0446669,-16.0483303,72491-080,nao
-48.1110234,-15.8010042,72210-246,sim
-48.1061947,-15.8239841,72220-041,nao
-47.7758318,-15.7501196,71591-275,nao
-48.0636674,-16.018931,72405-070,nao
-48.1250364,-15.7883863,72251-013,sim
-48.1239935,-15.8082495,72225-241,sim
-48.1258394,-15.8172129,72240-531,nao
-48.0643826,-16.0080292,72430-104,nao
-47.7923292,-15.6423068,73041-125,sim
-47.9719375,-15.8677771,71736-202,nao
-48.0015153,-15.8249,71735-511,nao
-48.1268084,-15.7911499,72251-002,sim
-47.7935553,-15.656975,73015-313,sim
-47.8381977,-15.6601273,73092-909,nao
-48.0677885,-16.0282606,72410-103,nao
-48.1198544,-15.8119311,72225-212,sim
-48.0719453,-16.0255215,72415-102,nao
-47.7780796,-15.648456,73050-144,nao
-47.7672626,-15.7536306,71596-156,nao
-47.7662071,-15.7445313,71593-275,nao
-48.1213714,-15.8112275,72225-216,sim
-48.1247768,-15.8087199,72225-243,sim
-47.8438746,-15.6350323,73083-430,sim
-48.0763989,-16.0183609,72420-287,nao
-48.1446752,-15.8071754,72270-404,sim
-48.1371636,-15.8013603,72260-715,sim
-48.1445944,-15.795459,72265-190,nao
-47.7679486,-15.7397811,71593-585,nao
-48.10881,-15.8151964,72210-047,sim
-48.0668623,-16.0261269,72405-450,nao
-48.0549696,-15.9946079,72429-010,nao
-48.1372179,-15.7959986,72260-803,sim
-48.050551,-16.015775,72450-146,nao
-48.1316287,-15.8058991,72241-707,nao
-47.7719911,-15.7452819,71591-505,nao
-48.0566421,-15.9992501,72440-440,nao
-48.099343,-15.8170555,72215-174,nao
-48.1306698,-15.8094439,72241-315,sim
-48.1481189,-15.8085519,72270-601,sim
-47.8095901,-15.6427002,73035-077,sim
-48.116944,-15.8100626,72225-062,sim
-48.1581277,-15.8060217,72275-260,sim
-48.0829577,-16.0186862,72415-307,nao
-48.1607396,-15.8000977,72275-476,sim
-48.0771875,-16.017435,72420-290,nao
-48.1206042,-15.7952544,72250-402,sim
-48.124979,-15.8065748,72225-242,sim
-48.0747278,-16.0322196,72410-401,nao
-47.8330219,-15.6275341,73080-640,sim
-48.1545705,-15.8028827,72265-140,sim
-48.0819672,-16.0224278,72415-314,nao
-48.0663104,-16.0307556,72410-210,nao
-48.1305836,-15.802862,72260-626,sim
-48.0740931,-16.0316943,72410-402,nao
-48.1328705,-15.8148476,72241-113,nao
-47.7628841,-15.7451427,71593-190,nao
-47.8083935,-15.640421,73035-096,sim
-48.1285,-15.8102814,72241-308,sim
-47.9769344,-15.8744353,71710-037,nao
-48.1291875,-15.8059789,72241-701,nao
-47.7720458,-15.749156,71590-807,nao
-48.0698479,-16.0181135,72405-220,nao
-47.7905462,-15.648266,73010-123,sim
-48.1327463,-15.8155842,72241-115,nao
-48.0716352,-16.0188036,72405-280,nao
-47.8197033,-15.6485025,73062-404,sim
-48.1337479,-15.7942285,72260-895,sim
-47.9709325,-15.8821927,71730-045,nao
-48.1426575,-15.7886206,72261-215,sim
-48.1443804,-15.8064719,72270-407,sim
-48.0985839,-15.8165066,72215-175,nao
-47.9705803,-15.8736936,71705-024,nao
-47.8024408,-15.6603412,73015-103,sim
-48.1601019,-15.7995958,72275-458,sim
-48.1384852,-15.7879166,72261-241,sim
-48.0580306,-15.9935429,72429-060,nao
-47.8040918,-15.6497443,73030-051,sim
-47.7756727,-15.7546916,71590-215,nao
-47.8185314,-15.6477722,73062-820,sim
-48.0783154,-16.0294797,72415-402,nao
-47.8226362,-15.6219637,73088-330,sim
-48.1182633,-15.7971839,72250-204,sim
-48.047897,-16.0095371,72450-060,nao
-47.8398664,-15.6279781,73082-120,sim
-48.1597011,-15.7993484,72275-456,sim
-47.8356513,-15.6215045,73086-140,sim
-47.7768812,-15.7528446,71590-576,nao
-48.1341349,-15.7944159,72260-846,sim
-48.1210354,-15.8136806,72225-217,sim
-47.9709997,-15.8721052,71720-550,nao
-48.1166543,-15.7988168,72210-106,sim
-48.1279288,-15.8096441,72241-304,nao
-48.1202067,-15.7866416,72251-615,sim
-48.0729688,-16.0093243,72425-099,nao
-48.1277216,-15.788273,72251-003,sim
-48.148983,-15.8004712,72265-503,nao
-48.1259196,-15.7968593,72255-116,sim
-48.1391669,-15.8093736,72242-055,sim
-47.8395581,-15.6615485,73092-910,nao
-48.139684,-15.787935,72261-223,sim
-47.8279533,-15.6305984,73080-320,sim
-48.0463313,-16.0476324,72490-260,nao
-47.8342235,-15.6824207,73252-126,nao
-48.1132189,-15.8266536,72220-201,nao
-47.8422207,-15.6325412,73083-580,sim
-47.7661556,-15.7512638,71596-238,nao
-48.1282604,-15.8185407,72240-523,nao
-48.1392291,-15.7880739,72261-237,sim
-47.7628815,-15.7443063,71593-220,nao
-48.0682304,-16.0299727,72410-106,nao
-48.0703434,-16.0344113,72410-502,nao
-47.7792123,-15.7511083,71591-185,nao
-48.1145838,-15.8275594,72220-209,nao
-47.7933735,-15.6550163,73015-404,sim
-47.8055541,-15.6618875,73015-108,nao
-47.8254802,-15.6296626,73080-900,sim
-48.1526909,-15.8087044,72275-158,sim
-48.1232097,-15.7879484,72251-603,sim
-47.8250977,-15.6388101,73060-501,sim
-48.1486533,-15.7951931,72265-705,sim
-48.1097333,-15.8116918,72210-050,sim
-48.1173194,-15.8264009,72220-187,nao
-47.765516,-15.7506355,71596-241,nao
-48.1120032,-15.8007555,72210-244,sim
-47.8359301,-15.6225537,73086-120,nao
-47.8431906,-15.6355217,73083-240,sim
-47.7922516,-15.6600151,73020-407,nao
-48.1291435,-15.8165173,72240-822,nao
-48.1593674,-15.8015499,72275-464,sim
-47.8338485,-15.6333411,73081-505,sim
-48.0700692,-16.0061381,72425-020,nao
-48.0652748,-16.0366209,72410-603,nao
-47.8308734,-15.6370297,73060-102,sim
-47.8042969,-15.6592882,73015-120,nao
-48.141162,-15.8091101,72242-109,sim
-48.1162846,-15.8211411,72225-171,nao
-48.0767519,-16.0038545,72425-080,nao
-47.9640664,-15.87107,71705-008,nao
-48.1401496,-15.8094509,72242-059,sim
-48.0526355,-16.0232644,72460-270,nao
-47.9760321,-15.8792328,71730-170,nao
-48.1588944,-15.8060446,72275-264,sim
-48.1131051,-15.8176453,72225-041,sim
-48.1252471,-15.8025275,72225-254,sim
-47.7982009,-15.6501063,73025-065,sim
-48.1126929,-15.8313684,72220-212,nao
-47.9667658,-15.8691703,71710-012,nao
-48.14217,-15.8051266,72270-212,sim
-48.0750709,-16.0053452,72425-050,nao
-47.8481941,-15.635578,73083-490,sim
-48.1401404,-15.7923787,72261-009,sim
-48.1258944,-15.802747,72225-255,sim
-47.7557426,-15.6505119,73270-715,nao
-48.1246665,-15.821299,72240-410,nao
-47.7786681,-15.7502916,71591-205,nao
-47.9627111,-15.8703762,71705-522,nao
-48.1383571,-15.791887,72261-044,sim
-47.7894429,-15.6559216,73015-417,sim
-47.974986,-15.881049,71730-155,nao
-47.9609652,-15.8656837,71710-005,nao
-47.8249539,-15.6460613,73062-806,sim
-47.8493162,-15.6371797,73084-020,nao
-47.7952308,-15.6613636,73020-403,nao
-47.8215663,-15.6457893,73062-313,sim
-48.1203132,-15.7913418,72250-409,sim
-48.10697,-15.8246394,72220-045,nao
-48.1472553,-15.8051183,72270-514,sim
-47.8499887,-15.6368802,73084-030,nao
-47.8013499,-15.6465555,73006-155,sim
-48.0724952,-16.0257262,72415-103,nao
-48.1415566,-15.8034577,72270-218,sim
-47.7887891,-15.6525944,73015-602,sim
-48.0576718,-15.9954294,72429-040,nao
-48.0614209,-16.034918,72410-305,nao
-48.1429284,-15.8084251,72242-161,sim
-47.8260419,-15.6441858,73062-802,sim
-47.7780657,-15.7527658,71590-535,nao
-48.0787946,-16.0217889,72415-208,nao
-47.7736339,-15.7499067,71590-724,nao
-48.1241625,-15.7967591,72250-304,sim
-47.7559727,-15.6493613,73270-581,nao
-48.1150697,-15.8086795,72225-054,sim
-47.7740915,-15.7523132,71590-669,nao
-48.1129615,-15.8136526,72225-036,sim
-48.1215843,-15.7952145,72250-316,sim
-47.8063888,-15.6576915,73020-111,sim
-47.8504718,-15.6355937,73084-050,nao
-47.8387373,-15.6472352,73090-923,nao
-48.0801101,-16.0248151,72415-514,nao
-47.9711073,-15.8702459,71715-060,nao
-47.7573138,-15.651437,73270-570,nao
-48.1325502,-15.809419,72241-601,sim
-47.9778933,-15.8735366,71715-051,nao
-48.1345914,-15.7993625,72260-708,sim
-47.8234684,-15.6375264,73060-706,sim
-48.0715145,-16.0202996,72405-340,nao
-48.0488474,-16.0121557,72450-101,nao
-47.7571297,-15.6597627,73270-353,nao
-47.7910915,-15.6592545,73020-409,nao
-48.1308435,-15.7895544,72255-307,sim
-48.1354755,-15.8121912,72241-622,nao
-47.8270285,-15.6305955,73080-340,sim
-47.8283843,-15.6302743,73080-410,sim
-48.1301603,-15.8190639,72240-554,nao
-48.1406858,-15.8080893,72242-065,sim
-47.9710501,-15.8740868,71705-026,nao
-47.9761472,-15.8822435,71730-130,nao
-48.1125537,-15.7962488,72210-266,sim
-47.7727621,-15.7510647,71590-712,nao
-48.1350958,-15.7951278,72260-858,sim
-47.7590952,-15.7446987,71593-670,nao
-47.9619783,-15.8665713,71710-010,nao
-47.8405366,-15.6497149,73090-911,sim
-47.8538746,-15.6344968,73084-360,sim
-47.7732199,-15.754863,71590-327,nao
-47.8495528,-15.6214728,73086-380,nao
-48.0579249,-16.0415421,72410-853,nao
-47.832399,-15.6253426,73082-680,sim
-47.9638059,-15.8683959,71720-510,nao
-48.1098065,-15.8205898,72220-024,nao
-47.832786,-15.6253352,73082-660,sim
-48.0692489,-16.0258558,72410-107,nao
-47.7643522,-15.7523539,71596-226,nao
-48.1533113,-15.8087135,72275-160,sim
-47.8497388,-15.6327697,73083-680,sim
-47.9677104,-15.872891,71705-013,nao
-47.7688054,-15.7411417,71593-495,nao
-47.7902876,-15.6546661,73015-411,sim
-48.1114601,-15.7987277,72210-250,sim
-47.7925014,-15.6512186,73010-517,nao
-48.1154167,-15.8265037,72220-185,nao
-48.1596396,-15.8036199,72275-362,sim
-47.7741092,-15.746703,71591-350,nao
-47.8254911,-15.6513854,73065-162,sim
-47.772599,-15.7490662,71591-365,nao
-47.834856,-15.6217278,73086-130,sim
-48.0693136,-16.0316047,72410-146,nao
-48.0834076,-16.0057526,72420-412,nao
-48.0769295,-16.0054327,72425-085,nao
-47.7772684,-15.751116,71590-588,nao
-48.1322811,-15.8126017,72241-608,nao
-47.9757492,-15.8736474,71710-032,nao
-48.1269154,-15.8003025,72252-093,sim
-47.7952621,-15.6441446,73005-102,sim
-48.1442058,-15.8061611,72270-409,sim
-47.9741389,-15.878968,71730-110,nao
-47.8335785,-15.6306465,73080-800,sim
-48.1506705,-15.8074809,72270-701,sim
-47.808907,-15.6449092,73035-076,sim
-47.9714699,-15.8783586,71730-010,nao
-48.076423,-16.0146432,72420-228,nao
-48.1303326,-15.8152393,72241-101,nao
-48.152092,-15.8071801,72275-103,sim
-48.0764739,-16.0196192,72420-288,nao
-48.0640707,-16.0198802,72405-130,nao
-47.8254414,-15.6442252,73062-801,sim
-47.7946881,-15.6495754,73026-664,nao
-47.7970323,-15.6614092,73020-402,nao
-48.1261323,-15.8185421,72240-411,nao
-48.0742997,-16.0240406,72415-107,nao
-48.1554455,-15.8056142,72265-050,sim
-47.7980816,-15.6631086,73020-510,nao
-48.0779989,-16.0208227,72415-206,nao
-48.1336519,-15.8090309,72241-607,nao
-47.8002537,-15.6515037,73025-064,sim
-48.097073,-15.8187253,72215-201,nao
-47.8404704,-15.6376895,73083-180,sim
-47.7694236,-15.7494481,71596-189,nao
-48.1215824,-15.7866708,72251-611,sim
-48.0679364,-16.0289152,72410-104,nao
-48.1160696,-15.824532,72220-184,nao
-48.134238,-15.7998793,72260-706,sim
-48.1504574,-15.8066126,72270-707,sim
-47.977108,-15.8749769,71720-018,nao
-48.1073061,-15.8068897,72210-223,sim
-48.0642195,-16.0327098,72410-205,nao
-47.9723663,-15.8721001,71710-026,nao
-47.7776189,-15.7504426,71591-225,nao
-48.1294039,-15.8162615,72240-824,nao
-47.798088,-15.6574052,73015-270,nao
-48.0988329,-15.8199409,72215-195,nao
-48.0604427,-16.0055775,72430-208,nao
-48.1403296,-15.7886768,72261-225,sim
-48.08415,-16.0064932,72420-414,nao
-48.0633426,-16.0161536,72405-550,nao
-47.7686475,-15.6433183,73050-181,nao
-48.1139183,-15.8149876,72225-040,sim
-48.1317394,-15.7966747,72255-012,nao
-48.1276882,-15.8161721,72240-814,nao
-48.0655432,-16.0237733,72405-330,nao
-47.8544021,-15.6345413,73084-340,sim
-47.7668351,-15.7397223,71593-600,nao
-48.1326144,-15.8053864,72241-709,nao
-48.0503564,-16.0171796,72450-147,nao
-48.1243593,-15.8024596,72225-253,sim
-48.1248443,-15.8218761,72240-412,nao
-47.9759261,-15.8747868,71720-575,nao
-48.0739362,-16.030843,72410-403,nao
-47.8238592,-15.6407992,73062-002,sim
-48.12679,-15.7978632,72255-110,sim
-48.1190296,-15.7946853,72250-410,sim
-47.8553194,-15.6345451,73084-310,sim
-48.1154913,-15.8149945,72225-046,sim
-48.1476922,-15.7900418,72265-735,sim
-47.8221776,-15.6496809,73062-411,sim
-48.1539323,-15.8088945,72275-162,sim
-48.1414273,-15.7921918,72261-031,sim
-47.7692301,-15.7411335,71593-490,nao
-47.7850858,-15.6484253,73041-605,sim
-48.1307358,-15.8096423,72241-317,sim
-48.0828148,-16.022654,72415-611,nao
-48.0866695,-16.0238653,72415-602,nao
-47.8084076,-15.6534022,73030-034,sim
-47.965013,-15.8716817,71705-012,nao
-47.796116,-15.6456139,73005-085,sim
-48.1385314,-15.8069607,72242-005,sim
-47.7907101,-15.6571182,73015-433,nao
-47.9711406,-15.8709053,71710-020,nao
-48.0707539,-16.029884,72410-115,nao
-48.0718557,-16.0090849,72425-093,nao
-48.062803,-16.0253939,72465-386,nao
-48.1612148,-15.7986745,72275-484,sim
-47.8459698,-15.6362425,73083-420,sim
-47.9647307,-15.8716361,71705-011,nao
-48.0769859,-16.0209638,72415-215,nao
-47.7943054,-15.6432267,73005-104,sim
-47.8021081,-15.6458861,73006-135,sim
-47.8308256,-15.6297325,73080-290,nao
-48.1512393,-15.8073592,72275-102,sim
-48.0511901,-16.004944,72450-030,nao
-47.8397168,-15.6329579,73083-120,sim
-48.0825581,-16.0245536,72415-609,nao
-48.082268,-16.0204572,72415-300,nao
-47.9782942,-15.8808635,71731-125,nao
-48.125526,-15.7884823,72251-011,sim
-47.8229937,-15.647446,73062-504,sim
-47.7738028,-15.7533058,71590-227,nao
-48.1406722,-15.8071168,72242-051,sim
-48.1115707,-15.8126573,72210-044,sim
-47.7667787,-15.7413105,71593-440,nao
-47.7685996,-15.6448788,73050-184,nao
-48.1258428,-15.8168158,72240-806,nao
-48.0715377,-16.0206741,72405-360,nao
-48.0612534,-16.0401094,72410-803,nao
-47.8315736,-15.6436203,73060-659,sim
-47.9642621,-15.8688819,71720-515,nao
-48.0829052,-16.0101407,72420-428,nao
-47.9606942,-15.8650298,71710-003,nao
-48.0467508,-15.9636865,72426-070,nao
-47.8149558,-15.6431172,73063-000,sim
-47.8487366,-15.6370225,73084-010,nao
-47.8316999,-15.6306442,73080-780,sim
-47.974537,-15.8692125,71736-302,nao
-48.1365536,-15.7929787,72261-014,sim
-48.0616858,-16.0059322,72430-207,nao
-48.1168434,-15.8126,72225-065,sim
-48.1134193,-15.8307127,72220-214,nao
-48.1093853,-15.8153903,72210-045,sim
-48.1135235,-15.7964904,72210-265,sim
-48.108107,-15.8141076,72210-051,sim
-48.0654008,-16.0282269,72410-206,nao
-48.1465366,-15.8075491,72270-503,sim
-47.7745245,-15.7504746,71590-684,nao
-47.8078124,-15.6509782,73031-635,sim
