LON,LAT,POSTCODE,fibra_disp
-47.9125063,-15.8279923,70275-060,nao
-47.9273662,-15.8306185,70387-000,sim
-47.9239959,-15.8257515,70380-580,nao
-47.8846925,-15.8052077,70232-500,nao
-47.8975459,-15.8129094,70345-000,nao
-47.9258004,-15.8315158,70386-010,sim
-48.1021788,-15.9182347,72603-100,nao
-47.9031978,-15.8261579,70276-050,nao
-47.8839913,-15.8091062,70236-090,nao
-47.987655,-15.782653,71250-710,nao
-48.0929452,-15.8625463,72322-514,nao
-47.8917264,-15.8047047,70342-060,nao
-47.8846652,-15.8071203,70236-030,nao
-47.9829985,-15.7952488,71225-521,nao
-47.8906621,-15.8154088,70239-130,sim
-47.8914328,-15.8113372,70234-060,sim
-47.909246,-15.8278079,70277-010,nao
-47.9082686,-15.8287737,70277-030,nao
-47.9902057,-15.7830495,71261-640,nao
-47.9006921,-15.8101882,70353-090,sim
-47.9041634,-15.8264988,70276-090,nao
-48.0818236,-15.8646384,72318-573,nao
-47.9017635,-15.8228982,70258-180,sim
-47.9203737,-15.8343729,70294-010,sim
-48.0044236,-16.0087232,72543-225,nao
-47.9105814,-15.8253269,70274-100,sim
-47.9966533,-16.0047164,72546-201,nao
-48.1019432,-15.8700289,72331-531,nao
-48.0733215,-15.860581,72320-556,nao
-47.9212576,-15.8350495,70295-530,nao
-47.8987376,-15.8188891,70253-110,sim
-47.892166,-15.8067856,70342-000,sim
-47.9097823,-15.8263039,70274-050,sim
-47.89056,-15.8139366,70239-520,sim
-47.9720977,-15.7937145,71250-055,nao
-48.0704907,-15.8585873,72320-583,nao
-47.8948856,-15.8153325,70252-010,nao
-47.9162598,-15.823339,70365-060,nao
-47.9085727,-15.8278049,70277-070,nao
-47.8928213,-15.80089,70338-100,sim
-47.9919571,-15.7816904,71261-715,nao
-47.8905269,-15.8134985,70238-510,nao
-48.0970334,-15.8645135,72331-010,nao
-47.8968387,-15.8046,70331-515,sim
-47.9185349,-15.8232242,70382-000,nao
-47.9215339,-15.8346911,70295-520,nao
-47.9112341,-15.831175,70278-540,nao
-48.0947433,-15.8638603,72331-512,nao
-47.9223723,-15.82463,70380-550,nao
-47.8895361,-15.8139043,70238-180,nao
-47.9037459,-15.8117827,70354-090,sim
-47.9049111,-15.8166763,70347-060,nao
-47.8964026,-15.8160423,70252-060,nao
-47.9533045,-15.828526,71215-730,nao
-47.9903063,-15.781748,71261-765,nao
-47.9049663,-15.8235626,70273-530,sim
-47.8926848,-15.8179024,70255-070,sim
-47.9091399,-15.8149656,70360-520,nao
-47.9599143,-15.7965488,71200-210,nao
-47.911788,-15.8291908,70275-450,nao
-47.9141001,-15.8321677,70296-030,nao
-47.8914995,-15.8030319,70338-000,sim
-47.9257329,-15.8267605,70381-500,nao
-47.9195334,-15.8376063,70299-040,sim
-47.914502,-15.8316408,70296-010,nao
-47.9201655,-15.8377146,70299-060,sim
-48.102925,-15.8713904,72331-543,nao
-48.0793285,-15.9049529,72601-110,nao
-47.9211692,-15.838516,70299-170,sim
-47.993467,-15.7853038,71266-035,nao
-47.9061683,-15.8268735,70276-530,nao
-47.8898362,-15.8046528,70330-110,sim
-47.8940609,-15.8135177,70235-070,sim
-47.9217591,-15.8343967,70295-510,nao
-48.0744105,-15.8505386,72322-574,nao
-47.9005773,-15.8215688,70257-100,sim
-48.0882807,-15.8619486,72322-523,nao
-47.911954,-15.8216558,70374-070,nao
-48.1203244,-15.8773394,72333-501,nao
-47.8896855,-15.8080184,70233-100,sim
-47.914471,-15.8320964,70296-020,nao
-47.9029839,-15.8152586,70347-540,nao
-47.9224286,-15.8260525,70383-000,sim
-48.0776634,-15.8554335,72322-561,nao
-48.1094814,-15.9320086,72622-417,nao
-48.0731655,-15.853273,72322-583,nao
-47.9040474,-15.8124396,70354-080,sim
-47.8852365,-15.8090247,70236-530,nao
-47.9449086,-15.789237,71200-160,nao
-47.9227953,-15.8248397,70380-525,nao
-47.9160251,-15.8303944,70292-510,nao
-47.9875671,-15.7945846,71225-533,nao
-47.9842603,-15.7929108,71225-532,nao
-47.9130905,-15.8210559,70364-030,nao
-47.8981455,-15.8092337,70352-110,sim
-47.921401,-15.8342948,70294-510,sim
-47.8857962,-15.8090138,70237-520,nao
-47.8937209,-15.8034893,70336-100,sim
-47.949503,-15.8066139,71200-015,nao
-47.9206385,-15.8364097,70299-020,sim
-47.9624394,-15.8292989,71025-025,nao
-48.0966853,-15.865732,72331-502,nao
-47.9073957,-15.8230285,70273-110,sim
-47.8827072,-15.8066579,70236-160,nao
-47.9053114,-15.8225412,70272-510,sim
-47.8881812,-15.810622,70237-010,nao
-48.0730202,-15.8583573,72320-208,nao
-47.8907088,-15.8121505,70234-050,sim
-47.9244946,-15.8324295,70386-000,sim
-48.0843039,-15.8609524,72318-564,nao
-47.9041126,-15.8252172,70276-040,nao
-47.9972562,-15.7808622,71261-215,nao
-47.9171574,-15.8343368,70297-520,sim
-47.9110563,-15.8192163,70363-040,nao
-47.9208011,-15.8361976,70299-010,sim
-47.9111603,-15.8295627,70278-130,nao
-47.8937181,-15.8094262,70343-110,sim
-47.9054249,-15.8262869,70276-140,nao
-47.8984567,-15.8116876,70345-020,sim
-47.8979434,-15.80904,70352-100,sim
-47.9064432,-15.8235021,70273-090,sim
-48.0759911,-15.8556826,72320-547,nao
-47.8851024,-15.8104872,70237-190,nao
-48.1045687,-15.9214285,72603-205,nao
-47.8982306,-15.8097474,70352-000,sim
-47.9542264,-15.8283889,71215-750,nao
-47.9002255,-15.8188354,70254-510,nao
-47.8921145,-15.8016313,70338-060,sim
-47.9142774,-15.8342828,70297-070,sim
-47.9066825,-15.8273617,70277-080,nao
-47.9986757,-16.0056043,72545-200,nao
-47.998918,-15.7811804,71255-130,nao
-47.9001751,-15.813354,70345-400,sim
-48.1177233,-15.8778762,72333-514,nao
-47.9537649,-15.8284558,71215-740,nao
-47.9152215,-15.8313858,70292-500,nao
-48.0798936,-15.8563873,72322-554,nao
-48.0813813,-15.8648819,72318-572,nao
-48.0006128,-16.0068706,72544-224,nao
-47.8994649,-15.8082541,70352-040,sim
-48.0794078,-15.8556209,72322-403,nao
-48.096304,-15.8658777,72331-503,nao
-48.0865503,-15.8599565,72322-107,nao
-47.9555601,-15.8233935,71215-610,nao
-47.9211424,-15.826494,70383-060,sim
-47.9217517,-15.8302958,70385-080,nao
-47.9097051,-15.8181887,70363-010,nao
-47.9176932,-15.8363255,70298-190,sim
-48.0747375,-15.8571387,72320-120,nao
-47.901992,-15.8095996,70350-525,nao
-48.0836854,-15.8578693,72322-543,nao
-47.904339,-15.8142897,70355-020,sim
-47.8954842,-15.8185661,70255-520,sim
-48.076441,-15.8544177,72322-606,nao
-48.0835882,-15.8606774,72318-562,nao
-47.9803469,-15.8156786,71010-091,nao
-47.8882678,-15.8055033,70232-496,nao
-47.9125829,-15.8218012,70374-020,nao
-47.9226909,-15.8294782,70385-070,nao
-47.8864279,-15.8048068,70232-000,nao
-48.1033092,-15.8706221,72331-541,nao
-47.901589,-15.8090924,70350-550,nao
-47.9252594,-15.829571,70384-400,sim
-48.0823904,-15.8558262,72322-315,nao
-47.9006153,-15.8205999,70254-010,nao
-47.9094088,-15.825002,70274-070,sim
-47.9012709,-15.8139479,70346-070,nao
-47.9789886,-15.7935005,71225-510,nao
-47.9107199,-15.8180959,70363-080,nao
-48.1179838,-15.8761619,72333-006,nao
-48.087814,-15.8601978,72322-105,nao
-48.0037226,-16.0109425,72543-303,nao
-47.9614252,-15.79872,71200-219,nao
-48.058682,-15.8991218,72600-100,nao
-47.9815526,-15.7925629,71225-522,nao
-48.0773372,-15.8614788,72320-528,nao
-47.8949427,-15.8191882,70255-540,sim
-47.9202203,-15.8380952,70299-090,sim
-47.9096368,-15.8201091,70373-050,nao
-48.0729621,-15.8592332,72320-550,nao
-47.8966924,-15.8211506,70256-090,sim
-47.9207969,-15.8277497,70377-010,sim
-47.8910578,-15.8065084,70342-100,sim
-47.9031817,-15.8124219,70354-060,sim
-47.8942869,-15.8052117,70336-010,sim
-47.9992787,-15.7824027,71255-220,nao
-47.8877771,-15.8110554,70237-020,nao
-47.9025736,-15.824335,70258-050,sim
-48.0859347,-15.8625722,72318-547,nao
-47.9222039,-15.8263183,70383-050,sim
-47.9197284,-15.8244099,70382-070,nao
-47.9126961,-15.8322521,70296-140,nao
-47.9096023,-15.8247846,70274-110,sim
-48.1159308,-15.8739212,72331-813,nao
-47.8980924,-15.8075616,70352-060,sim
-48.0867941,-15.8621472,72318-546,nao
-47.9212882,-15.8344346,70294-520,sim
-47.899106,-15.822549,70257-160,sim
-48.073098,-15.8519878,72322-581,nao
-47.9242534,-15.8269877,70384-080,nao
-47.8874044,-15.8064619,70232-060,nao
-47.9477362,-15.7937209,71200-110,nao
-48.1030353,-15.9181394,72603-109,nao
-47.9167741,-15.832264,70293-010,nao
-47.9275299,-15.8303252,70387-050,sim
-47.8868928,-15.8047305,70232-090,nao
-47.8986743,-15.8136834,70345-080,sim
-47.9089324,-15.8195801,70373-020,nao
-47.8854324,-15.8078973,70236-060,nao
-47.9128649,-15.8269757,70275-110,nao
-47.9151228,-15.8328361,70297-020,sim
-47.9151578,-15.8302042,70292-070,nao
-47.9044559,-15.8235999,70272-500,nao
-47.9073714,-15.828192,70277-110,nao
-48.0739596,-15.8536485,72322-584,nao
-47.908827,-15.8203543,70373-030,nao
-47.890214,-15.815587,70239-200,sim
-47.908309,-15.8295588,70277-060,nao
-47.904398,-15.8159595,70347-010,nao
-48.0033423,-15.8130766,72005-105,nao
-47.8956184,-15.8196438,70256-220,sim
-47.9006067,-15.8143272,70346-090,nao
-47.9158764,-15.8349613,70297-190,sim
-47.9153842,-15.8244889,70375-060,sim
-48.0711423,-15.8539069,72320-323,nao
-47.8962394,-15.8188503,70256-210,sim
-47.906215,-15.8279807,70277-200,nao
-47.8855521,-15.8097718,70237-000,nao
-47.9201713,-15.8331802,70294-000,nao
-47.918914,-15.8239289,70382-050,nao
-47.9075098,-15.8285772,70277-090,nao
-47.9109563,-15.8318555,70278-400,nao
-47.9015391,-15.8145048,70346-040,nao
-47.8988165,-15.8229218,70257-170,sim
-47.9098116,-15.8198827,70373-010,nao
-47.9136865,-15.828269,70275-400,nao
-47.9016438,-15.8151117,70346-030,nao
-47.9007006,-15.8236627,70258-540,sim
-48.0901909,-15.862504,72322-503,nao
-47.9001836,-15.8240529,70257-400,sim
-47.9013281,-15.8228618,70258-520,sim
-47.9020055,-15.8191279,70254-100,nao
-47.8871019,-15.8124731,70238-070,nao
-47.913764,-15.833779,70297-000,sim
-47.9246181,-15.8329797,70386-110,sim
-47.8939845,-15.8072428,70343-020,sim
-47.916794,-15.8221437,70365-000,nao
-48.0728982,-15.8540439,72320-564,nao
-47.9025893,-15.8170675,70347-090,nao
-47.8914914,-15.8104289,70234-080,sim
-47.9142028,-15.8333509,70297-060,sim
-47.9265809,-15.8293927,70387-060,sim
-47.9028806,-15.8161558,70347-030,nao
-47.904332,-15.8262799,70276-080,nao
-47.9771719,-15.794983,71225-511,nao
-48.0959812,-15.8652318,72331-504,nao
-47.8874552,-15.8102056,70237-080,nao
-47.9007856,-15.8241668,70258-190,sim
-47.9135202,-15.8192191,70364-100,nao
-47.898218,-15.817206,70253-040,sim
-47.9559598,-15.8112424,71215-902,nao
-47.9008247,-15.8229266,70257-530,sim
-47.9018423,-15.8112122,70353-540,sim
-47.9036938,-15.8178726,70347-110,nao
-47.8953401,-15.8068708,70337-010,sim
-47.9069534,-15.8275039,70277-180,nao
-47.9240131,-15.8355711,70295-090,nao
-47.8964317,-15.8203003,70256-130,sim
-47.9228057,-15.8345661,70295-080,nao
-47.9107978,-15.8291725,70278-150,nao
-47.9727002,-15.8255416,71025-010,nao
-47.8853765,-15.8047541,70232-525,nao
-48.0732099,-15.8497217,72322-818,nao
-47.8935128,-15.8126776,70235-080,sim
-47.905865,-15.8231721,70273-020,sim
-47.9184504,-15.8365363,70298-080,sim
-47.9231479,-15.8307096,70385-040,nao
-47.8920749,-15.8170454,70239-040,sim
-47.9168012,-15.8252843,70376-050,sim
-47.8960505,-15.8100881,70344-090,sim
-48.0739463,-15.8607754,72320-554,nao
-47.9253136,-15.8285083,70384-030,nao
-47.9126632,-15.8284544,70275-000,nao
-47.9179438,-15.8345228,70298-170,sim
-47.8929103,-15.8041523,70336-060,sim
-47.8930589,-15.8061802,70342-020,sim
-47.9170213,-15.8228941,70365-090,nao
-47.9100115,-15.825712,70274-090,sim
-47.9222017,-15.8291584,70385-060,nao
-47.8991402,-15.8185189,70253-090,sim
-47.8949683,-15.8176214,70255-120,sim
-48.1042122,-15.9172279,72603-115,nao
-47.9565337,-15.8280452,71215-800,nao
-47.9272253,-15.8309252,70387-020,sim
-48.0750361,-15.860648,72320-552,nao
-47.9105467,-15.818329,70363-020,nao
-47.9187698,-15.8354464,70298-090,sim
-47.8893919,-15.8034067,70330-000,sim
-48.0810384,-15.8635218,72318-593,nao
-47.8933491,-15.8166007,70255-030,sim
-47.8860991,-15.8109137,70237-130,nao
-47.9175785,-15.8354418,70298-150,nao
-47.9031629,-15.8113342,70354-100,sim
-47.9028292,-15.8253651,70258-070,sim
-47.9189886,-15.8338791,70294-030,sim
-47.9089664,-15.8255156,70274-060,nao
-47.8955049,-15.810802,70344-060,sim
-47.9136896,-15.818997,70364-110,nao
-47.9086563,-15.8205812,70373-090,nao
-47.9116296,-15.8312391,70296-540,nao
-48.1026677,-15.8710194,72331-542,nao
-48.0752187,-15.851597,72322-575,nao
-48.0770728,-15.8568248,72320-541,nao
-47.9015426,-15.8103962,70353-080,sim
-48.0798855,-15.9038167,72601-112,nao
-47.8977923,-15.8083982,70352-080,sim
-47.905982,-15.8244778,70273-010,sim
-47.8912795,-15.8163215,70239-080,sim
-48.0724336,-15.862707,72316-310,nao
-47.9088462,-15.8265439,70274-020,sim
-47.9132364,-15.8179742,70360-580,nao
-47.9597083,-15.7976019,71200-204,nao
-47.895637,-15.805707,70337-050,sim
-47.9231509,-15.8278952,70384-060,nao
-47.891662,-15.8142564,70239-180,sim
-47.9044789,-15.8129464,70354-400,sim
-48.0771128,-15.8551723,72322-562,nao
-47.8921239,-15.8154671,70239-120,sim
-47.9190575,-15.8321348,70293-400,nao
-48.0037905,-16.0081681,72543-220,nao
-47.9147917,-15.8288884,70292-080,nao
-48.074424,-15.8540453,72322-585,nao
-48.087392,-15.8610051,72322-520,nao
-47.8860926,-15.8096645,70237-160,nao
-47.895119,-15.8189884,70255-530,sim
-47.8909647,-15.8162077,70239-090,sim
-47.8889672,-15.8029397,70330-070,sim
-48.1198206,-15.8778577,72333-503,nao
-47.8993998,-15.8218847,70257-130,sim
-48.0756665,-15.8615428,72320-522,nao
-48.0012177,-16.0057354,72544-203,nao
-48.1177039,-15.8774876,72333-515,nao
-47.91825,-15.8308612,70293-110,nao
-48.0884194,-15.8613453,72322-524,nao
-47.8873701,-15.805336,70232-080,nao
-47.8983756,-15.8125344,70345-040,sim
-48.0723875,-15.8543496,72320-563,nao
-48.0872889,-15.8587032,72322-216,nao
-47.9985574,-15.7826889,71255-060,nao
-48.0046922,-16.0088581,72543-224,nao
-48.0943314,-15.8648689,72331-508,nao
-48.081721,-15.8588599,72318-586,nao
-48.0009836,-16.006162,72544-204,nao
-48.0736707,-15.8570569,72320-217,nao
-47.8992357,-15.8132908,70345-070,sim
-48.0845829,-15.8646208,72318-210,nao
-47.8946782,-15.8185323,70255-170,sim
-47.9051684,-15.8214104,70272-080,sim
-47.8917757,-15.8010375,70338-050,sim
-47.9893666,-15.7860578,71250-310,nao
-47.9187188,-15.8247747,70382-030,nao
-48.0755842,-15.8611248,72320-521,nao
-47.9166443,-15.8332054,70297-130,sim
-47.8960846,-15.8072497,70337-030,sim
-47.9067033,-15.8145316,70355-070,sim
-48.0951832,-15.9098419,72602-110,nao
-47.896635,-15.8052917,70337-110,sim
-47.8979495,-15.8200939,70256-030,sim
-47.9991147,-15.7812201,71255-140,nao
-47.8840979,-15.8058266,70236-200,nao
-47.9197463,-15.833307,70294-050,sim
-47.9122168,-15.8222817,70374-030,nao
-47.9001923,-15.8210546,70254-450,sim
-47.8896052,-15.812646,70238-150,nao
-47.9034846,-15.8133582,70354-050,sim
-47.8923506,-15.8134607,70235-040,sim
-47.914787,-15.824057,70375-050,sim
-48.0707785,-15.8520956,72322-800,nao
-47.9027811,-15.812006,70354-110,sim
-47.9010719,-15.8247702,70258-150,sim
-47.8937882,-15.8181443,70255-140,sim
-47.8963536,-15.8060033,70337-070,sim
-47.9115291,-15.8323238,70296-160,nao
-47.9248163,-15.8322604,70386-090,sim
-47.893115,-15.8078553,70343-040,sim
-47.8899788,-15.8035617,70330-040,sim
-47.9213041,-15.8372969,70299-080,sim
-47.8870125,-15.8097825,70237-100,nao
-47.8898445,-15.8151342,70239-220,sim
-48.0733789,-15.8623902,72316-303,nao
-48.08953,-15.8627294,72322-502,nao
-47.8987364,-15.8080045,70352-050,sim
-47.914813,-15.8336459,70297-080,nao
-47.8894569,-15.808198,70233-090,sim
-47.9180704,-15.8310891,70293-070,nao
-47.8912444,-15.8055346,70342-070,sim
-47.895461,-15.8156174,70252-030,nao
-47.9012437,-15.8245557,70258-140,sim
-47.9259101,-15.8327223,70386-060,sim
-47.9969171,-15.7842106,71255-020,nao
-47.9024408,-15.8133206,70354-030,sim
-47.9186297,-15.8346262,70298-110,sim
-48.1146571,-15.8764972,72331-581,nao
-47.8860851,-15.8053487,70232-030,nao
-47.9989523,-16.005611,72545-203,nao
-47.8872751,-15.8123285,70238-060,nao
-47.8928932,-15.818087,70255-080,sim
-47.9011711,-15.8088954,70350-515,nao
-47.9135154,-15.8326918,70296-050,nao
-47.9078354,-15.8270759,70277-150,nao
-47.9160987,-15.8351208,70297-200,sim
-47.9647094,-15.8242604,71215-299,nao
-47.9249881,-15.8320039,70386-030,sim
-48.0934525,-15.8630578,72322-500,nao
-47.9863902,-15.7800383,71255-030,nao
-47.899917,-15.8099892,70353-040,sim
-48.0744454,-15.860375,72320-553,nao
-47.9029095,-15.823899,70258-030,sim
-47.8949028,-15.8084113,70343-060,sim
-47.9033239,-15.8166962,70347-080,nao
-47.9005729,-15.8114612,70353-020,sim
-47.8995845,-15.8190963,70253-520,sim
-48.1180984,-15.8777091,72333-513,nao
-47.9218297,-15.8248799,70383-110,sim
-48.0709855,-15.8589766,72320-585,nao
-47.9196274,-15.8357458,70298-030,sim
-48.082254,-15.8571055,72322-547,nao
-47.9227363,-15.8312764,70385-090,nao
-47.8856721,-15.8077226,70236-050,nao
-47.8965673,-15.8190921,70256-200,sim
-48.0765807,-15.8618507,72320-526,nao
-47.8994847,-15.8073307,70350-520,nao
-47.9101476,-15.827719,70275-500,nao
-47.8967769,-15.8151228,70252-110,nao
-47.9120608,-15.8312982,70296-190,nao
-48.003646,-16.0112837,72543-302,nao
-47.89595,-15.8112181,70344-050,nao
-48.0806086,-15.8557541,72322-550,nao
-47.8883967,-15.8117539,70238-040,nao
-47.8966735,-15.8199863,70256-140,sim
-48.1043547,-15.8725192,72331-548,nao
-47.8917663,-15.8068815,70342-080,sim
-47.9600779,-15.7991625,71200-213,nao
-47.8876738,-15.8100337,70237-070,nao
-47.8901372,-15.8132171,70238-170,nao
-47.9028328,-15.8222051,70272-020,sim
-47.9252535,-15.8334374,70386-100,sim
-47.920197,-15.8327827,70294-070,sim
-47.920373,-15.8325591,70294-110,sim
-47.8907364,-15.8106516,70234-090,sim
-47.8937828,-15.8080939,70343-050,sim
-47.9014102,-15.8243368,70258-130,sim
-48.0041332,-16.008578,72543-226,nao
-47.907498,-15.818918,70372-010,nao
-47.8936799,-15.8153213,70235-500,sim
-47.9160069,-15.8263175,70376-060,sim
-47.8860815,-15.8064481,70232-040,nao
-47.9084527,-15.8213073,70373-100,nao
-47.9090268,-15.8168135,70362-070,nao
-47.9224992,-15.8360546,70295-050,nao
-47.9186345,-15.8316801,70293-080,nao
-47.9164229,-15.8209588,70365-110,nao
-47.8890371,-15.8106187,70234-500,nao
-47.9004989,-15.8104033,70353-060,sim
-47.9003325,-15.8151986,70346-100,nao
-47.9183662,-15.8221903,70361-600,nao
-48.074892,-15.8612341,72320-551,nao
-47.9090675,-15.8179651,70362-400,nao
-47.8942709,-15.8152118,70252-530,nao
-47.9110051,-15.8224888,70374-080,nao
-47.9149955,-15.8324079,70297-010,sim
-47.9878371,-15.7788414,71262-205,nao
-47.8988389,-15.8182913,70253-100,sim
-47.9061878,-15.8195337,70372-050,sim
-47.9205996,-15.8247481,70382-400,sim
-48.0836034,-15.8597167,72318-561,nao
-47.9993269,-16.0057222,72545-202,nao
-47.9234726,-15.8349763,70295-100,nao
-47.918396,-15.8264383,70376-010,sim
-47.9052778,-15.8254435,70276-130,nao
-47.9272472,-15.8287418,70387-110,sim
-47.9698401,-15.7906903,71250-160,nao
-47.9020928,-15.8251133,70258-100,sim
-47.8954829,-15.8100143,70344-080,sim
-47.9091137,-15.8160902,70362-080,nao
-47.8918592,-15.8024561,70338-030,sim
-47.9537644,-15.8254997,71215-640,nao
-47.9022897,-15.8147662,70346-010,nao
-47.9215747,-15.8289132,70377-400,nao
-47.9963063,-15.782161,71255-070,nao
-47.8967791,-15.8108931,70344-030,sim
-47.8935009,-15.8036813,70336-050,sim
-47.9157537,-15.8227381,70365-020,nao
-47.8914999,-15.8167164,70239-070,sim
-47.8890749,-15.8072791,70233-080,sim
-48.0818093,-15.8652849,72318-574,nao
-47.9129761,-15.8226138,70374-010,nao
-47.9070316,-15.8285792,70277-120,nao
-47.9113902,-15.8283806,70275-010,nao
-47.8904336,-15.8049657,70330-400,sim
-47.8920293,-15.8110048,70234-070,sim
-47.9171371,-15.8275842,70376-110,sim
-47.9057366,-15.8258332,70276-160,nao
-48.0719482,-15.856258,72320-214,nao
-48.1200437,-15.8782549,72333-505,nao
-47.9179375,-15.8318343,70293-060,nao
-47.8858197,-15.8101196,70237-170,nao
-47.907864,-15.823894,70273-060,sim
-47.8858981,-15.8110788,70237-140,nao
-47.9210248,-15.8390878,70299-190,sim
-47.9785774,-15.8131529,71020-071,nao
-48.1069608,-15.8744898,72331-551,nao
-47.8948368,-15.8043192,70336-090,sim
-47.8856383,-15.8091453,70237-530,nao
-47.9226107,-15.8254448,70383-090,sim
-48.0855443,-15.8600065,72322-534,nao
-47.8960666,-15.8094401,70344-100,sim
-47.9180167,-15.8257109,70376-020,sim
-48.109574,-15.9309899,72622-412,nao
-47.9144268,-15.8208191,70364-020,nao
-47.9090837,-15.8217624,70373-110,nao
-47.9167004,-15.8260264,70376-030,sim
-47.8994193,-15.8181714,70253-070,sim
-47.9140143,-15.8213547,70364-010,nao
-47.9270442,-15.8311603,70387-010,sim
-48.0858689,-15.859327,72322-530,nao
-47.9112564,-15.8270618,70275-020,nao
-47.9200718,-15.8360792,70298-010,sim
-47.9134998,-15.8241388,70375-040,sim
-47.9100758,-15.8290656,70278-040,nao
-48.0845589,-15.8585816,72322-531,nao
-47.9207243,-15.8379133,70299-100,sim
-47.9192959,-15.8351048,70298-100,sim
-47.8891511,-15.8031747,70330-060,sim
-47.9072563,-15.8159319,70362-060,nao
-48.0795365,-15.8572226,72320-508,nao
-47.9115659,-15.8178096,70363-060,nao
-47.9981485,-15.7818924,71255-090,nao
-47.885315,-15.8103049,70237-180,nao
-47.9174034,-15.8327186,70293-050,nao
-47.9225568,-15.831483,70385-100,nao
-47.9561832,-15.8331024,71219-900,nao
-47.9015774,-15.8241223,70258-120,sim
-47.9116649,-15.8300022,70278-160,nao
-47.9065644,-15.8228296,70273-100,sim
-47.8995281,-15.8127281,70345-060,sim
-47.9144985,-15.8217893,70364-400,nao
-47.9030003,-15.8251485,70258-060,sim
-47.9066386,-15.8249526,70273-050,sim
-47.9008995,-15.8197455,70254-040,nao
-47.9175503,-15.8261614,70376-080,sim
-47.914017,-15.8244499,70375-080,sim
-47.9009609,-15.8204709,70254-030,nao
-47.9014894,-15.8099676,70353-100,sim
-47.9971554,-15.7835618,71255-010,nao
-47.891921,-15.8104782,70234-110,sim
-47.8910246,-15.8057232,70342-110,sim
-47.8866921,-15.811736,70237-050,nao
-47.9113891,-15.8186927,70363-050,nao
-47.8830816,-15.8065121,70236-170,nao
-48.0734076,-15.8492339,72322-820,nao
-47.9085457,-15.8300719,70278-080,nao
-47.916402,-15.8268747,70376-100,sim
-47.8848932,-15.8093051,70236-540,nao
-47.905001,-15.8146284,70355-040,sim
-47.8862766,-15.8107179,70237-120,nao
-47.8975583,-15.8165113,70252-400,sim
-47.9151527,-15.8348395,70297-180,sim
-47.895816,-15.8207451,70256-110,sim
-47.9143135,-15.8285934,70292-090,nao
-47.9122891,-15.832779,70296-150,nao
-47.8887766,-15.8141309,70238-190,nao
-47.8994368,-15.8122889,70345-010,sim
-48.000462,-16.0059694,72544-206,nao
-47.8906749,-15.8147826,70239-150,sim
-47.9156578,-15.8272319,70376-496,nao
-47.8916751,-15.8168878,70239-060,sim
-47.8842296,-15.8089314,70236-080,nao
-47.9173125,-15.8273589,70376-090,sim
-47.9229464,-15.8260873,70383-100,sim
-47.9265033,-15.8311118,70386-400,sim
-47.9016234,-15.8234441,70258-170,sim
-47.9992965,-15.7821701,71255-210,nao
-47.9039959,-15.8267156,70276-100,nao
-48.0748388,-15.8562455,72320-540,nao
-47.9102634,-15.8313132,70278-200,nao
-48.07036,-15.9027334,72600-412,nao
-47.9984013,-15.7810658,71255-100,nao
-47.8943481,-15.8192475,70255-210,sim
-47.9082195,-15.8260927,70274-030,sim
-47.9091292,-15.8297474,70278-070,nao
-47.9010704,-15.8195123,70254-070,nao
-48.1101417,-15.9281063,72603-405,nao
-47.8879023,-15.8129037,70238-090,nao
-47.9072234,-15.8232491,70273-080,sim
-47.9194275,-15.8252599,70382-020,nao
-47.8866654,-15.8071359,70232-050,nao
-47.9030764,-15.8236865,70258-020,sim
-48.0782624,-15.8570091,72320-504,nao
-47.9064314,-15.828143,70277-190,nao
-48.086853,-15.8595571,72322-208,nao
-48.0872834,-15.859304,72322-114,nao
-47.8909966,-15.8033344,70330-020,sim
-48.078656,-15.857318,72320-506,nao
-47.9125729,-15.8199032,70364-080,nao
-47.952839,-15.8256374,71215-620,nao
-48.0704131,-15.8553281,72320-319,nao
-47.8980006,-15.8184008,70253-010,sim
-47.9034701,-15.826326,70276-060,nao
-47.921087,-15.8251766,70383-030,sim
-48.0842736,-15.8590311,72322-532,nao
-47.917187,-15.8359615,70298-210,sim
-48.1074803,-15.925574,72603-312,nao
-47.9104305,-15.8310963,70278-190,nao
-47.9127382,-15.8203808,70364-070,nao
-47.9213279,-15.8359151,70295-400,nao
-47.9178386,-15.8361044,70298-180,sim
-47.9190364,-15.8286167,70377-070,sim
-47.887713,-15.8126984,70238-080,nao
-47.9145307,-15.8341418,70297-100,sim
-48.0733745,-15.8543905,72320-566,nao
-47.9042794,-15.8250005,70276-030,nao
-47.8937214,-15.8162017,70255-010,sim
-47.9100246,-15.8301257,70278-100,nao
-47.9254232,-15.8332049,70386-080,nao
-47.890999,-15.8140856,70239-160,sim
-47.8967979,-15.8207373,70256-080,sim
-47.8920464,-15.8147177,70239-190,sim
-47.9068837,-15.8177999,70372-030,nao
-47.9242702,-15.8319085,70386-070,sim
-47.9023894,-15.8230707,70258-160,sim
-47.8971622,-15.8058605,70337-100,sim
-47.9129848,-15.8182997,70363-400,nao
-48.0733413,-15.8527378,72322-711,nao
-47.9058983,-15.8140413,70355-080,sim
-47.9906475,-16.0038907,72547-208,nao
-47.9117403,-15.8175837,70363-110,nao
-47.9214054,-15.8256266,70383-020,sim
-47.9165108,-15.8218493,70365-070,nao
-48.0821465,-15.9054293,72601-204,nao
-47.904764,-15.823823,70273-500,nao
